Description,Price
IVIG OCTAGAM 500 MG     ,386.14
INTER ALFA2B 1MILU INJJW,132.38
INTER ALFA2B 1MIL U INJ ,132.38
INFLIXIMAB 10 MG INJJW  ,550.45
INFLIXIMAB 10 MG INJ    ,550.45
GOLIMUMAB IV 1MG INJJW  ,126.12
GOLIMUMAB IV 1MG INJ    ,126.12
FOMEPIZOLE 15 MG INJJW  ,85.49
FOMEPIZOLE 15 MG INJ    ,85.49
FILGRASTIM 1 MCG INJJW  ,7.84
FILGRASTIM 1 MCG INJ    ,7.84
FACTOR VIIA 1 MICROGRAM ,5.83
FACTOR VIIA 1 MCGJW     ,5.83
CYCLOPHOSPHAMIDE 100MGJW,173
CLADRIBINE 1 MG INJJW   ,309.12
CEFTOLZ TAZOBACT 75 MGJW,26
ARGATROBAN ESRD HD 250MG,1497.25
ARGATROBAN ESRD HD 50MG ,1633.76
EPINEPHRINE 1 MG INJ    ,42
ARGAT NON ESRD 250MG INJ,1497.25
ARGATR NON ESRD 50MG INJ,1633.76
FERR CRBXMLTS 750MG INJ ,2848.34
CMPD BUPIVCNE0.125%100B ,54.64
PCNG K 5 MILLION U INJ  ,27.83
MORPHINE EPD/IT PF 10 MG,55.66
NALTREXONE 50MG TABLET  ,3.63
HEPARIN 5 U LOCK        ,4.84
SUCCINYLCHOL 200 MG INJ ,173
CORLANOR 5MG TAB        ,32.67
CONIVAPTAN 20 MG INJ    ,2205.83
FERRIC SUBSULFATE 30ML  ,10.5
NA BICARB 4.2% 10ML     ,40.86
AMIODARONE 150 MG INJ   ,4.84
CA GLUCONATE 10 ML INJ  ,143.03
DOXEPIN 100MG CAP       ,7.26
ZINC OXIDE OINT 2OZ     ,16.94
CEFAZOLIN 2 G BAG       ,1261.79
LATANOPROST 0.005% OPTH ,26.62
AMIODARONE 450 MG INJ   ,10.89
CARBOPLATIN 600 MG INJ  ,17.6
BEVACIZUMAB 400 MG INJ  ,11705.54
GENTAMICIN 80 MG BAG    ,16.94
GENTAMICIN 100 MG BAG   ,18.15
NICOTINE 2MG GUM        ,1.21
NICOTINE 4MG GUM        ,1.21
DOBUTAMINE 500 MG BAG   ,49.61
EPTIFIBATIDE 75 MG VL   ,1020.03
COLLAGENASE 1 GM TOP    ,29.04
HEPARIN 25000 U  BAG    ,48.4
BUPIVICAINE 10 ML INJ   ,11.67
BUTORPHANOL 2 MG INJ    ,24.2
BELATACEPT 250 MG INJ   ,3731.64
AMPICIL/SULBAC 1.5 G INJ,19.58
CMPD NA BICARB 50 50S   ,50.82
TRASTUZUMAB 10 MG INJJW ,527.09
TRASTUZUMAB 10 MG INJJW ,1110.12
DARATUMUMAB 10 MG INJJW ,185.58
BELATACEPT 1 MG INJJW   ,13.57
CONIVAPTAN 1 MG INJJW   ,100.26
FLU VAC PF INCRSD ANTIGN,138.6
FLU VACC QUAD PF 0.5ML  ,60.5
LIDOCAINE/EPI 2% 50ML   ,20.53
REMIFENTANIL 2 MG VIAL  ,419.42
CLINDAMYCIN 600 MG BAG  ,9.9
VEDOLIZUMAB 300 MG INJ  ,27634.2
GANCICLOVIR 0.15% 5GM OP,1079
LAMIVUDINE 100MG TAB    ,19.8
RALTEGRAVIR 100MG CHTAB ,26.4
TRIPLE ANTIB. OINT. 1OZ ,8.8
BERINERT 500 U INJ      ,9080.5
HYDROMORPH 10 MG INJ    ,15.4
DARATUMUMAB 10MG INJ    ,185.58
CONIVAPTAN 1 MG INJ     ,100.26
FOSAPREPITANT 150 MG INJ,1147.3
BERINERT 10 U INJ       ,181.61
BERINERT 10 U INJJW     ,181.61
EPTIFIBATIDE 20 MG VL   ,272.8
CEFTAZIDIME 2 G VL      ,27.5
LIDOCAINE 1% 10ML VIAL  ,10.81
FOSPHEN PE 50 MG INJJW  ,196.9
FOSPHEN PE 50 MG INJ    ,196.9
PERAMIVIR 1 MG INJJW    ,1.1
PERAMIVIR 1 MG INJ      ,1.1
ARGATROBAN ESRD HD 1MGJW,33
ARGATROBAN ESRD HD 1MG  ,33
OSELTAMIVR 6MG/ML PO60ML,7.5
CLINDAMYCIN ORAL 5 ML   ,12.1
CYCLOPHOSPHAMIDE 500MG  ,864.6
FOSPHEN PE 500 MG INJ   ,11
ACETYLCYSTEINE 200 MG/ML,28.6
NIVOLUMAB 100 MG INJ    ,10010
NIVOLUMAB 40 MG INJ     ,100.1
EPOPROSTENOL 1.5 MG INJ ,190.3
MENINGOCOCCAL CONJUG IM ,229.9
MENINGOC PRO GRP B 2DOSE,59.4
INSULIN 20 U INJ        ,22
INSULIN 20 U INJ        ,22
INSULIN 20 U INJ        ,22
INSULIN 20 U INJ        ,22
INSULIN 20 U INJ        ,22
INSULIN 20 U INJ        ,25.3
ALTEPLASE RECOMB 1 MG   ,335.5
INSULIN 20 U INJ        ,22
PANTOPRAZOLE 40 MG GRAN ,51.88
FAMOTIDINE 20 MG INJ    ,18.46
LIDOCAINE 3.5% OPH GEL  ,32.43
LEVETIRACETAM ORAL SOLN ,24.86
LIDOCAINE 2% TOP JEL 6ML,18.37
CMPD KCL 20MEQ 100B     ,18.46
HYALURONATE SOD 0.6 ML  ,452.93
ESOMEPRAZOLE MAGNESIUM  ,41.07
CEFTRIAXONE 250 MG VL   ,18.46
ZINC OXIDE              ,18.37
HYDROMORPH 500 MG INJ   ,36.56
CMPD HYMOR 1MG 50S      ,36.56
TOBRAMYCIN/DEXAMETHASONE,277.81
ONDANSETRON 40 MG VL    ,18.46
HEPARIN 2000 U INJ      ,18.46
BENOX/FLUORESCEIN EYE DP,83.23
POTASS CL 0.04MEQ/ML INJ,107.02
D5-1/2NS + KCL 10 MEQ/L ,107.02
POTASS CL 20MEQ BAG     ,107.02
D5-1/2NS+KCL 40 MEQ/L   ,107.02
POTASS CL 20MEQ BAG     ,107.02
POTASS CL 20MEQ BAG     ,107.02
D5-NS + KCL 20 MEQ 1 L  ,107.02
PROPARACAINE/FLUORESCEIN,111.34
CHONDR SULF A SOD/HYALUR,180.52
CMPD MORPH 2MG 2S       ,36.56
AZITHROMYCIN 2 MG/ML INJ,0.11
VANCOMYCIN 5 MG/ML INJ  ,0.19
BRIDION INJ             ,341
DOPAMINE 800 MG BAG     ,46.2
PHENLEPHN 120 MCG/ML INJ,0.19
TREPROSTINIL 1 MG       ,309.1
ISOSORB MN 30MG ER TAB  ,12.71
LEVETIRACETAM 250 MG TAB,12.71
RABIES IG 300 U IMSQ    ,1706
RABIES IG 1500 U IMSQ   ,8392
GAD MR CONT NOS/ 10 ML  ,73.5
GAD MR CONT NOS/ 15 ML  ,97.29
GAD MR CONT NOS/ 20 ML  ,129.72
GADOXETATE 10 ML INJ    ,520
ESTROPIPATE 0.75 MG TAB ,12.71
DAPTOMYCIN 1 MG INJ     ,1.31
BUPIVICAINE 10 ML INJ   ,21.53
MANNITOL-20% 250 ML IV  ,40
MANNITOL-20% 1 G/5 ML IV,0.8
LIDOCAINE-4% TP SOL 4 ML,71.34
MYCOPHLT 250MG/1.25ML LQ,35.2
CYCLOSP MOD 100 MG PO   ,13.75
AMINOCAPROIC ACID 5G INJ,28.6
INSULIN 20 U INJ        ,22
METRONIDAZOL 5 MG/ML INJ,19.58
CLONIDINE PED ORAL      ,12.49
CEFEPIME 100 MG/ML INJ  ,4.45
CEFTRIAXONE 100MG/ML INJ,1.43
PIP/TAZ60MG/7.5MG PER ML,1.1
LIDOCAINE 2% PLAIN 2 ML ,12.97
FOSPHEN PE 10 MG/ML INJ ,2.01
LEVETIRACTM 15 MG/ML INJ,0.66
PHENOBARB 10 MG/ML INJ  ,13.2
FLUCONAZOLE 2 MG/ML INJ ,0.22
HYDROCORTISN 2 MG/ML INJ,0.88
ROPIVACAINE 20 MG INJ   ,21.53
ROPIVACAINE 100 MG INJ  ,25.3
KETOROLAC 15 MG INJ     ,21.53
C1 EST RUCONEST 10 U INJ,105.6
XYLOCAINE-1% MPF INJ    ,21.16
DILTIAZEM 50 MG INJ     ,85.8
FLU VACC QUAD PF 0.5ML  ,68.2
FLU VAC PF INCRSD ANTIGN,161.7
MITOMYCIN 40 MG INJ     ,2540
LOCM 300 TO 399/ 125 ML ,44
NOREPI 16MCG/ML INJ     ,0.6
NOREPI 64MCG/ML INJ     ,0.6
BUPIVICAINE 30 ML INJ   ,26
GENTEAL LUBRIC EYE DROPS,27
LIDOCAINE HCL IV 10MG   ,1
LIDOCAINE 2% JELLY 11 ML,24
FUROSEMIDE 2 MG/ML INJ  ,2
AMPHOT B LIPOSOME 50 MG ,191
CA GLUCON 0.5 ML/ML INJ ,1
AMPHOTERICN B 50 MG INJ ,124
EPOTN ALFA 1000 U NESRD ,53
EPOTN ALFA 10000 U NESRD,468
METHYLPRED SUCC 40MG INJ,11.56
METHYLPRED SUC 125MG INJ,14
PROBE 1.6MMX500MM STONE ,1892.5
NAFCILLIN 2 G INJ       ,36
ORITAVANCIN 400 MG INJ  ,3203
DIPHENHYDRAMNE 50 MG INJ,19.58
RITUXIMAB 500 MG INJ    ,16536
BUPIVICAINE 30 ML INJ   ,19.58
BUPIVICAINE 30 ML INJ   ,19.58
BUPIVICAINE 30 ML INJ   ,19.58
INSULIN 0.1 UNIT/ML INJ ,19.58
INTRALIPID 20% INJ 250ML,124.83
ALBUMIN INF 25% 50 ML   ,3
ALBUMIN INF 5% 500 ML   ,0.6
IVIG PRIVIGEN 5G/50ML   ,234
FENTANYL 2 MCG/ML INJ   ,1
MORPHINE 0.2 MG ORAL SOL,17
MAKENA 250MG INJ        ,2827
ACYCLOVIR 5 MG/ML INJ   ,1
CEFTAZ/AVIBCT 2.5 G INJ ,1067
ACYCLOVIR 500 MG INJ    ,19.58
DOXIL  20MG INJ         ,2361
METHYLPRED SUCC 1 G INJ ,44
IMPLNT ARTHSCP SYNDMSIS ,6978.5
METHYLPRED SUCC 500 MG  ,75
PROCHLORPERAZINE 10 MG  ,42
LIDOCAINE 2% 5 ML PF INJ,19.58
MAG SULFATE 1G INJ      ,25
CYCLOBENZAPRINE 5 MG TAB,11.56
LOCM 300-399 IC 75ML    ,32
IRON 12 MG/ML ORAL SOL  ,11.56
HOCM 300-349 IC 300ML   ,60
LIDOCAINE 2% INJ 50 ML  ,19.58
OCTREOTID ND SQIV 500MCG,48
OCTREOTD SQIV 10 MCG/ML ,19.58
DOXORUBICIN 20 MG INJ   ,45
FUROSEMIDE 2 MG/ML INJ  ,19.58
ERYTHRMYCN 200/5 PO100ML,11.56
PREGABALIN 50 MG CAP    ,34
ATROPINE 1 MG INJ       ,22
IG RHOPHYLAC 1500 IU    ,248
ISOPROTERENOL 0.2MG INJ ,1217
AZTREONAM 2 G VL        ,177
AMPHOT B 0.1 MG/ML INJ  ,19.58
HALDOL ORAL SOL         ,11.56
FLUCONAZOLE 10 MG/ML SUS,11.56
METHYLPHENIDATE 5 MG TAB,17
CYCLOPHOSPHAMIDE 2G     ,2702
LABETALOL 200 MG/40 ML  ,27
LABETALOL 5 MG/ML INJ   ,19.58
ATROPINE 1 MG INJ       ,22
GUAIFENESIN-DM 10ML     ,11.56
CISPLATIN 100 MG INJ    ,66
CLADRIBINE 10 MG INJ    ,463
DOXORUBICIN 50 MG INJ   ,62
FLUOROURACIL1000 MG INJ ,19.58
FULVESTRANT 250 MG INJ  ,3110
GEMCITABINE 1 G INJ     ,89
IRINOTECAN 100 MG INJ   ,51
METHOTREXATE 50MG VL    ,19.58
METHOTREXATE 1 G VL     ,59
ANTITHROMBIN III PER IU ,16
CATH GD MDTRNC LA5IMAD  ,575
CATH GD XB3.75 CRV 6FR  ,529
SCREW MTPHSL T8 2.7X22MM,576.75
SCREW MTPHSL T8 2.7X30MM,568.25
SCREW MTPHSL T8 2.7X44MM,568.25
SCREW MTPHSL 2.7X40MM   ,576.75
ROD SPN SLRA 4.75X90MM  ,1800
DRSG MPLX BRDR 3X3      ,30.25
SCREW BN LCK 5X48MM     ,1675.75
SCREW BN LCK 5X65MM     ,1579.5
PLATE NRW LCP 11HL 4.5MM,6063.5
PLATE BROAD LCP 4.5MM 14,7750
DRESSING SLVSRB GEL1.5OZ,177.25
SCREW NLCK 3.5MX30M DSTL,729.5
SCREW LCK HEAD TI 4.0X50,1501.5
SHELL ACB 56MM HLS P2   ,7200
MESH SURG SYMBTX 17X10CM,3171.75
PLATE PROX HUMRL 100 3HL,12325
PLATE 116MM SS 2.7/3.5MM,10275.75
NAIL LNG RT 11X380X125  ,19422
STEM STD POR W/P2 SZ11  ,18750
SCREW BIOCOMP 3X8MM     ,4824
FILTR SMK EVACTR ALTEC  ,41.5
SCREW LCKNG BN 5X85MM   ,1582
SCREW CANN 6.5X16MM     ,2595
SPCR SPN CG CLYDS 14X55 ,24375
ANCHOR SUT PEEK AR-2324 ,5148
DRLL BT HMRL 2.0X110MM  ,1003.5
CATH THRMB 145CM 4/3FR  ,12512.5
BIT DRL TWST CANN2.1X122,2375
SCREW LCKNG 3.5MM 32.5MM,1501.5
SCREW LCKNG 3.5MM 30MM  ,729.5
KIT ARTH QCKSET SYR 16ML,14280
CAP END BLT TIP CPTR 5MM,1265
SCREW BN 2.7X20MM ORTH  ,2000
WIRE FX 23MM            ,410.75
PROS PENIL TIN 22CM SCRT,43200
SCREW BN 3.5MM 28MM CORT,759
SHELL ACTB 52MM HIP GRP ,15187.5
INSULIN 20 U INJ        ,25.3
STEM SHLDR CMNTLS 17MM  ,7416
LNR HUM 36MMSMR+3MM SHLD,7200
CMPNT GLND STD MTL BCK  ,8000
CMPNT GLND ECCNTRL 36MM ,14047.5
PLATE 86MM 4HL 02112139S,6041.25
PLATE 99MM 5HL 02112140S,6617.75
PLATE 125X2.7/3.5MM 7 HL,6800.25
PLATE 135MM SS 3.5MM SCR,11749.25
NAIL FEMUR FUSION MODULR,44180.75
PLATE 161X3.5 SCR8HL LO ,12580.75
PLATE STRUT 8 HOLE      ,5241.75
BLADE PATELLA REAMER 41M,1050
HEAD FEM OX 12/14 36    ,6200
SCREW BN 2.7MM 12MM LC  ,1567.5
PLATE BROAD LCP 4.5MM 7 ,4237.25
SCREW BONE 3.0X24MM     ,3240
TOOL DSCT 14CM2.5MM LGND,1070
PLATE VAR ANG 8HL 98MM  ,1700
GENERATOR PROT IPG 16-CH,79750
SUTURE ULTRATAPE COBRAID,603.75
CASSETTE MED RSRV 8IN   ,92.75
SCREW BN 3.5X40MM NLCKG ,1567.5
STEM HEM UNV RVRS SZ 10 ,15675
CUP HUM 39MM UNV REVER  ,12008
SPECIMEN BAG 6X3 IN     ,368.75
SCREW CRTX LCKNG 5X38MM ,2235
SYSTEM 107CM 36FR VISIGI,1881
SCREW CNULA 1/3THRD 60X4,1589
KNEE DRL RTROBTTN DS    ,1567.5
COMPNT GLND HYBRD SM 4MM,6800
COMPNT POST GLND HYBRD  ,3000
SPECULUM VAG KLNSPC MED ,23.75
PLT 239MM SS 3.5MM SCR  ,12627.25
HEAD FM CRM12/14+5 32DLT,6375
SCREW V-AX FT LCK 3.5X12,2046.25
DRSG SFGRD PRSS ASSI    ,652.5
DRESSING FOM PU 3.5X3.5 ,30
LEAD PCNG MRI C PSR 58CM,8787.5
SPACER TIB 25001208     ,11960
SLEEVE TIBIAL POLY      ,11960
UNIT ESURG GS HTA PROC  ,9937.5
COMPNT GLOBL UNITE SZ44 ,4110.75
STEM HUM 10MM BDY       ,7758.5
NAIL 4MM 130MM CLVCL CR-,22750
NAIL- IM BNE OD.045OD   ,1622.75
LINEAR STD POR W/P2 SZ10,18750
BAG OST N IMG 2.25IN 12I,6
KIT ARTHSCP FX TGHTRP RE,4500
PUMP FD KNGR EPUMP ENTRL,51.25
PUMP FD KNGR EPUMP      ,22.25
BIT DRILL 2.8MMX12MM LOC,2500
KWIRE 1.2X150MM SMOOTH  ,312.5
KIT IMPLANT IUNI IPOLY  ,20900
KIT IMPLANT ITTL CR IPOL,29400
LASER NEVERTOUCH 65 CM K,2945
SCREW BN 3X30MM P-T MTP ,2480
SCR BN CANN 3X18MM      ,2212.5
SCREW BN CANNULATED 3MM ,2212.5
SCREW CNTRSNK SCR HD 3MM,1608.75
INTRODUCER SHTH 8FR 45CM,955.5
LINER REV SHO +0MM 40MM ,7650
DRILL 6.5MM DIAMETER    ,1681.5
SCREW LCK CANC 3.8X23MM ,1625
SCREW 47X3.8MM CNCLS LCK,1625
NAIL 10MM 16MM 135MM IM ,12646
SCREW BN 3.5X38MM FL TRD,1299.75
BLOCK TIB AUG           ,4462.5
DLNEATR ADVNCL CUP 3.5CM,497
CUP UTERINE MANIP 4.0CM ,828
PEG FIXION 80X12X90MM   ,4687.75
CAP FIXION PF NAIL 3.5MM,1622.5
SCREW CORT 3.5X46MM     ,759
DRILL CAN 2.5X110MM     ,312.5
TIBIAL CEM PLT AS VEG PS,8000
TRAP TRAC LG FNGR DISP  ,431.25
PLATE 100X100MM CRNFCL  ,17214
SCREW LAG GMA 10.5X110  ,4861.5
SCREW BN GMA3 IM10.5X115,4861.5
SPECULUM VAG KLNSPC SM  ,29.25
PLATE TI LAPIDUS 0 DEG 4,14010
INSRT TIB HNG SM 23MM   ,22275.75
TOOL DSCT 14CMX9MM LGND ,1357.75
BLADE OSTME LATRJT      ,1700.5
SCREW CANN FT 3.75X34MM ,2860
SCREW BN 3MM24MM CPTR FT,3240
STEM FEM 10MM PRIM MINI ,40208
LEAD REPR KIT 6946      ,850
IOL TORIC ASPHC T3+9.0  ,4720
IOL TORIC ASPHC T3+9.5  ,4720
REVERSE SHOULDR CAP LIMA,45000
LEAD ELECTRODE SBQ 3501 ,30000
MESH SURG VNTRLITE 6X4IN,4784.5
PIN GDE TROC TIP 3.2X12 ,201.25
STAPLE BN 20X20X20MM NTN,8500
COMPONENT TIBTRY 63MM PR,8000
MESH MALBL NEURO 100X100,16685
PLATE NAR 6 HL LOPRO BN ,6525
COMPONENT TIBTRY 75MM PR,8000
COMPONENT TIBTRY 79MM PR,8000
PLATE LOW 5 HOLE PROF   ,7930.5
ENVELOPE TYRX NEURO MED ,8502.5
COMPONENT FEM 9 LT KN CR,13125
BAG DRN 2L AIRLFE 1WY TR,19.25
COMPONENT PTLR 3 PEG PRI,4250
COMPONENT PTLR 31MM 3 PE,4250
GUIDE DRL 34MM RGNRX PTL,4250
PATELLA TI 3PEG 37MM REG,4250
PARTICLE EMB S420GH     ,2500
ADAPTER CATH OD3-6FR TUO,90.75
SCREW BN 11 90 TI TROCH ,4867.25
DEVICE STRTFX 2-0 30CM  ,250.5
MESH SURG VENTR 6IN     ,7012.5
LINER HUM SMR +3MM 36MM ,7200
BIT DRL 3.2MM NVATN MOD ,862.5
COMP FEM 2 KN RT RDC LAT,12000
BIT DRL 30MM 4.5MM CRWN ,862.5
BIT DRL 3.2MM NVATN TL  ,862.5
SCREW 4.5X24 CRT ORTH ST,825
SCREW BN 4.5X28MM       ,825
SCREW BN 2.8X40MM       ,1375
CATH DX PULM 7F         ,203.25
CANNULA END DLV ACCUPORT,4207.5
GRAFT EVAS 16MM X 16MM A,20737.5
GRAFT DURAGEN+ 1PK 4X5IN,12513
GRAFT BN CSTN 7X14X11MM ,8100
SPACER SPNL 23MMX7MM ELE,28500
SPACER 7770823 ST 23X8MM,28500
SPACER SPNL 23MMX9MM    ,28500
SPACER 8880823 XLOR 23X8,28500
SPNL SYS ELV XLOR 23X9MM,28500
SCREW BN 2.7MM 26MM ORTH,575
PLATE BN RT DIST FIB 6H ,8806
STEM FEM 120MM 8MM NONCO,18750
DRSSNG MED VAC GRNFM SLV,629
PRGMR NRSTM MYSTM 97740 ,6712.5
CHARGER NRSTM PT 97754  ,12350
SCREW 4.5MM 32MM TI CMPR,287.5
SCREW 7X100MM CANC CNLTD,2400
SCREW BN7MM105MM SS CANN,2400
IPG NRSTM PRMADV 97702  ,73800
ALP 1 PRO INHIB HUM 10MG,25.38
SCREW SPN MP-AXL 6.5X30 ,6165
SCREW SPN MP-AXL 6.5X30 ,6165
SPLINT AQUAPLAST MED LT ,263.25
BASEPLATE TIB 5520-B-400,8000
SPLINT AQUAPLAST LG LT  ,250.75
STEM FEM HIP 6276-1-021 ,20498.75
SPLINT AQUAPLAST LG RT  ,250.75
STEM HP FEM 155X15 DIS  ,14687
STEM FEM RSTR 17X195    ,15553.25
DRL BIT CNTRSNK 3.5/4MM ,2374.25
CRT-D UNFY.5CH CD335740C,86471
CRT-D UNIFY CD3357-40Q  ,86471
STEM FEM POROUS STD HIP ,15000
SCREW TI CNTRL 6.5X20MM ,1254
SCREW ORTHLOC 2.7X20MM  ,1144
DRSNG RIBBON GAUZ 2X50CM,89.5
SPACR 24X16X14MM VRTSTCK,14520
SCREW BN 2.3X30 LCK CORT,935
PLATE 90MM SS 2.7/3.5   ,10584
SHVR BLDE 3.5 GRT WHT   ,552
SCREW BN 2.7M 12M SS T8 ,576.75
KIT FNSH IBALANCE BLDE 2,2023.5
SCREW BN 3.5X30MM CORTL ,552
HEAD CRM 12/14 +8.5 36D ,8000
WIRE FX 2MM KRSH        ,825
CMPNT FEM VANGARD 67.5  ,17692.5
CMPNT FEM M LT L70 VNG  ,17692.5
ANCHOR SHRT JGGRKNT1.4MM,4323.75
SCREW BN 3.5MM18MM ANKLE,1539
STEM FEM 460-01-105     ,11200
POUCH OST 12IN 2.25IN   ,8.75
NAIL R1/5 RT 11X300X125 ,14848
NAIL R1/5 RT 11X340X125 ,17214.5
NAIL R1/5 RT 11X360X125 ,16877
NAIL KIT LG R1/5 TI RIGH,19422
NAIL LONG KIT R1/5 TI RI,16877
NAIL LONG KIT R1/5 TI RI,19422
WAFER OST 2.75IN 2 PC   ,18.25
PLATE SUPR DECRSD 7HL LT,10328
CATH DRN THLQK 14FR 41CM,1524
SCREW T2 LCK F-T5X47.5MM,2100
PLATE SUPR DECRS 6HL/RIG,10328
CATH BALL ULTRVRS .018  ,9113
PLATE SUPR DCRSD 8HL RT ,11478.25
CTHGD RNWY 6F Q3.5      ,557.75
CTHGD RNWY 6F Q4        ,557.75
CTHGD RNWY 6F Q4.5      ,632.5
DRILL CANNULA TWIST     ,2650.5
PEG HIP 4418090         ,4687.75
PEG FX 8MM 12MM         ,4687.75
GWIRE ORTH 3.2MM 9206320,1167.25
CAP NAIL 9430900        ,1622.5
SURGICEL NU-KNIT 4X4IN  ,1193.25
SCREW CANC 40MM ENC     ,852.5
LEAD NRSTM 1X8 SURESCAN ,8075
INSERT TB 10MM EIS4S10R ,6375
PUMP INFLATION 9101000  ,2457.75
HEAD FEM CERM 5MM OD40MM,8050
BIT DRL 20MM 4.5MM CRWN ,862.5
BIT SURG DRL OD3.2MM CN ,3232
SCREW BN 4.5X6.5X40X13.3,1631
CEMENT BN SIMPLX 1-001  ,906.5
PLATE CMPR BN 6H 119MM  ,11891.5
PLATE 2 SCR .75HL Y-LCK ,4690
PIN FX GRDN 152X13MM    ,11700
LINER ACTB HIP R3 52X36 ,5100
CATH DRN PNMTHRX G13722 ,1284
PLATE CENTRAL 3RD RGT CL,6075
REGADENOSON 0.1 MG INJ  ,465.97
CTH SZNG ARUS 5F PIG 70 ,924
SCREW BIOABS 6.7XL65    ,3222
SCREW BN 4.5X6.5X28X9.32,1631
SCREW CANN 4.5X50       ,1631
PLATE MTP FUS SM RT 10DG,11812.5
PLATE MED MTP FUS 5DG RT,11812.5
PLATE MTP FUS REV LG RT ,11812.5
SCREW 80MM AR           ,1100
PLATE 185MM 6H GRIP SUPE,11228.5
RETRCTR SURG EIGR INVUTY,2517.5
STENT WLFLX BIL 10X80   ,12750
SCREW 2.7MM X 16MM CORT ,1144
PIN TEMP FIX 1.4MM SM   ,840
BIT DRILL 2.0MM ORTHOLOC,1669.5
CEMENT BN SMPX HV 1PK   ,1647.25
COMPONENT GLND 38X4MM EQ,16500
SCREW BNE L24MM OD3.5MM ,552
INSERT ARTC 5-6 18MM KN ,11070
SCREW BN 4.5X65MM ELI   ,869
SCREW BN 4.5X28MM TIAL6 ,1100
SCREW 4.5X32 LCK CORT   ,1100
SCREW BN 4.5MM 36MM TIAL,1540
SCREW BN 4.5X70MM ELI   ,1100
SCREW CORTCL 4.5X75MM LK,1100
SCREW SPNL RLV 2.2 X 8MM,600
RESECTOR ENDO LG HUB 6K ,586.5
SCREW BN 3X16MM HDLS CAN,2512.5
ICD EVERA MRI VR DVMB1D4,67405
CATHETER GD MIC 3-2.4FR ,2808
STAPLE BN 12X15MM SPD KT,12393
SCREW BN 3.5X28MM ANKL  ,1148.5
BIT DRILL KWRE ATTCH 1.5,1007.5
KWIRE 150X1.4MM         ,94.75
SCREW BN 3X30MM RDS RT  ,1529
PLATE 128MM TI 4 HL LCK ,8500
SCREW BN 4.5X65MM ELI   ,1100
SCREW BN 5.5MM 30MM     ,6165
ALLODERM 1SQCM          ,16100
SCREW LCKNG 32X5.0MM    ,2235
SCREW TTNM LCKNG 55X5.0 ,2235
SCREW CRTCL 34X4.5MM    ,553.75
SCREW CRTCL 42X4.5MM    ,553.75
SCREW BN 4.2X26MM NON-LK,2040
SCREW AS3 CANN 60-4748S ,1761.25
SCREW CRTCL 60MMX4.5MM  ,553.75
KIT AUGMENT BN GRAFT 3CC,23241.75
GRFT BN CORTSHFT LG 126 ,6777
SCREW BNE 3.5X14 CORTL  ,552
SCREW CORTICAL 3.5 X 16 ,552
SCREW BNE 3.5X18 CORTL  ,552
BEARNG TIB 12X79/83 VNG ,4675
COMPNT FEM 4 TRTHLN     ,11600
COMPNT FEMRAL 5510-F-502,12375
BLADE ORTH 10X60X1MM    ,1658.75
SCREW BN 4.2X18MM LCK PL,1925
WIRE FX 1.25X150MM KRSH ,184.75
BONE CORNERSTONE ASR 10M,7650
SCREW BN 4.5MM 50MM CANN,2500
SCREW ACTB GRPTN 40X5.5 ,2390
SCREW TRSL MTRSL 2.7X50 ,568.25
SCREW SPN POST 7.5X45MM ,3600
SCREW BONE 2.7MM 12MM OR,1144
SCREW ACTB GRPTN 30X5.5 ,2390
SCREW TRGN LOPRO 40X5MM ,1532.75
SCREW TRGNTIB KN 5X45MM ,1407
SCREW BN 5X50MM TRGN FEM,1650
SCREW TRGN LOPRO 5X62.5 ,3000
SCREW BN 5MM 70MM       ,1532.75
SCREW BN TRGN 5X75MM    ,1532.75
CYTAL 1SQCM             ,906.25
LENS IOL PST 13M 6M +9.5,1680
BIT DRILL 2.0MM 30MM    ,840
KIT PROC 45CM .035IN NEV,2945
TRAY TIB IBAL 4KN UNC RT,7200
SCREW BNE L10MM OD4MM CN,1589
SCREW BNE 3MM CNULA . 00,1586.25
SCREW BNE L25MM OD3MM CN,1586.25
SCREW BNE OD3MM CNULA   ,1586.25
SCREW 6.5X8X35X16 BIODUR,1890
SCREW BNE L36MM OD3MM CN,1586.25
SCREW CANN 6.5X95 32    ,1890
GRFT EVAS VELA 28X95X20 ,27560
IMPLANT KNEE ITOTAL 6MM ,30100
KIT PROC 90CM .035IN NEV,2945
PLATE COMP 2 HL 2X20MM  ,9690
PASSER SUTLSO MIC STR   ,1900
CATH CV 14FR 15CM 2 LUM ,1050
CATH CV 20CM SCHN XL    ,1050
BIT DRL CANN Q/C 4.5    ,3345
STEM HUM SHLDR 11MM     ,14625
SCREW RECESS LOCKING 2.7,1303.5
SCREW BNE SS L18MM OD2.7,1303.5
SCREW BN 2.7MM 22MM LCP ,1493.5
SCREW LOCKING 202.224   ,1303.5
SCREW RECESS LOCKING 2.7,1303.5
LASER FIBER 600 MICRON  ,3290.25
COMPNT TIBIAL TRAY L63MM,14512.5
COMPNT TIB KN 360D 67MM ,14059.75
COMPNT FEM KN 360D 75MM ,13356.75
SCREW LPS 2.4MM X 22MM  ,287.5
SCREW LPS 2.4MM X 26MM  ,1580
STEM ADPTR 360D 2.5 OFST,4887.5
ICD 2CH FRTFY CD2357-40Q,72670
SHEATH INTRO 90CM 6F.038,1068.5
